Elongate 	v
Elope 	v
Eloquence 	n
Eloquent 	adj
Else 	adv
Elsewhere 	adv
Elucidate 	v
Elude 	v
Elusive 	adj
Elver 	n
Elves 	pl
Elysium 	n
Em 	n
Emaciate 	v
Email 	n
Emanate 	v
Emancipate 	v
Embalm 	v
Embankment 	n
Embark 	v
Embarrass 	v
Embassy 	n
Embattled 	adj
Embed 	v
Embellish 	v
Ember 	n
Ember days 	n
Embezzle 	v
Embitter 	v
Emblazon 	v
Emblem 	n
Embody 	v
Embolden 	v
Embolism 	n
Embolus 	n
Emboss 	v
Embouchure 	n
Embrasure 	n
Embrocation 	n
Embroider 	v
Embroidery 	n
Embroil 	v
Embryo 	n
Embryology 	n
Emend 	v
Emerald green 	adj
Emerald isle 	n
Emerge 	v
Emergency 	n
Emeritus 	adj
Emery 	n
Emery-board 	n
Emf 	abbr
Emigrate 	v
Eminence 	n
Eminent 	adj
Emir 	n
Emirate 	n
Emissary 	n
Emit 	v
Emolument 	n
Emote 	v
Emotion 	n
Emotional 	adj
Emotive 	adj
Empanel 	v
Empathize 	v
Empathy 	n
Emperor 	n
Emperor penguin 	n
Emphasis 	n
Emphasize 	v
Emphatic 	adj
Emphysema 	n
Empire 	n
Empire-building 	n
Empirical 	adj
Emplacement 	n
Employee 	n
Employment 	n
Employment office 	n
Emporium 	n
Empower 	v
Empress 	n
Empty-handed 	adj
Empty-headed 	adj
Ems 	abbr
Emu 	abbr
Emu 	n
Emulate 	v
Emulsify 	v
Emulsion 	n
Emulsion paint 	n
En 	n
Enable 	v
Enact 	v
Enactment 	n
Enamor 	v
Enamour 	v
En bloc 	adv
Encamp 	v
Encapsulate 	v
Encase 	v
Encephalitis 	n
Encephalogram 	n
Encephalograph 	n
Enchant 	v
Enchanter 	n
Encircle 	v
Enclave 	n
Enclose 	v
Enclosure 	n
Encode 	v
Encomium 	n
Encompass 	v
Encourage 	v
Encroach 	v
Encrust 	v
Encumber 	v
Encumbrance 	n
Encyclopedia 	n
Encyclopedic 	adj
Endanger 	v
Endangered species 	n
Endear 	v
Endearment 	n
Endemic 	adj
Ending 	n
Endive 	n
Endless 	adj
Endmost 	adj
Endo- 	comb
Endocrine 	adj
Endogenous 	adj
Endometrium 	n
Endomorph 	n
Endorse 	v
Endoscope 	n
Endow 	v
Endowment 	n
Endowment mortgage 	n
Endpaper 	n
End-product 	n
Endue 	v
Endurance 	n
Endure 	v
Endways 	adv
Enema 	n
Enemy 	n
Energetic 	adj
Energize 	v
Energy 	n
Enervate 	v
En famille 	adv
Enfant terrible 	n
Enfeeble 	v
Enfold 	v
Enforce 	v
Enfranchise 	v
Engage 	v
Engaged 	adj
Engagement 	n
Engaging 	adj
Engender 	v
Engine 	n
Engineering 	n
Englishman 	n
Engorged 	adj
Engraft 	v
Engrave 	v
Engraving 	n
Engross 	v
Engulf 	v
Enhance 	v
Enigma 	n
Enjoin 	v
Enjoy 	v
Enjoyable 	adj
Enkephalin 	n
Enkindle 	v
Enlarge 	v
Enlarger 	n
Enlighten 	v
Enlightenment 	n
Enlist 	v
Enliven 	v
En masse 	adv
Enmesh 	v
Enmity 	n
Ennoble 	v
Ennui 	n
Enormity 	n
Enormous 	adj
En passant 	adv
Enprint 	n
Enquire 	v
Enquiry 	n
Enrage 	v
Enrapture 	v
Enrich 	v
Enrol 	v
Enroll 	v
En route 	adv
Ensconce 	v
Ensemble 	n
Enshrine 	v
Enshroud 	v
Ensign 	n
Enslave 	v
Ensnare 	v
Ensue 	v
Ensure 	v
Ent 	abbr
Entablature 	n
Entangle 	v
Entente 	n
Entente cordiale 	n
Enter 	v
Enteric 	adj
Entry 	n
Entryphone 	n
Entwine 	v
E-number 	n
Enumerate 	v
Enumerator 	n
Enunciate 	v
Enuresis 	n
Envelop 	v
Envelope 	n
Enviable 	adj
Envious 	adj
Environment 	n
Environmentalist 	n
Environs 	n
Envisage 	v
Envoy 	n
Enwrap 	v
Enzyme 	n
Eocene 	geol
Eolian harp 	n
Eolithic 	adj
Eon 	var
Ep 	abbr
Epaulet 	n
Epaulette 	n
Ephedrine 	n
Ephemera 	n
Ephemeral 	adj
Epicenter 	n
Epicentre 	n
Epicure 	n
Epidemiology 	n
Epidermis 	n
Epidiascope 	n
Epiglottis 	n
Epigram 	n
Epigraph 	n
Epilepsy 	n
Epilogue 	n
Epiphany 	n
Episcopacy 	n
Episcopal 	adj
Episcopate 	n
Episiotomy 	n
Episode 	n
Episodic 	adj
Epistemology 	n
Epistle 	n
Epistolary 	adj
Epitaph 	n
Epithelium 	n
Epithet 	n
Epitome 	n
Epitomize 	v
Epns 	abbr
Epoch 	n
Epoch-making 	adj
Eponym 	n
Epos 	abbr
Epoxy 	adj
Epoxy resin 	n
Epsilon 	n
Epsom salts 	n
Equable 	adj
Equality 	n
Equalize 	v
Equalizer 	n
Equally 	adv
Equal opportunity 	n
Equanimity 	n
Equate 	v
Equation 	n
Equator 	n
Equatorial 	adj
Equerry 	n
Equi- 	comb
Equiangular 	adj
Equidistant 	adj
Equilateral 	adj
Equilibrium 	n
Equine 	adj
Equinox 	n
Enterprise 	n
Enterprising 	adj
Entertain 	v
Entertainer 	n
Entertaining 	adj
Entertainment 	n
Enthral 	v
Enthrall 	v
Enthrone 	v
Enthuse 	v
Enthusiasm 	n
Enthusiast 	n
Enthusiastic 	adj
Entice 	v
Entire 	adj
Entirely 	adv
Entirety 	n
Entitle 	v
Entity 	n
Entomb 	v
Entomology 	n
Entourage 	n
Entrails 	n
Entrant 	n
Entrap 	v
Entreat 	v
Entreaty 	n
Entrench 	v
Entrepreneur 	n
Entropy 	n
Entrust 	v
Equip 	v
Equipage 	n
Equipment 	n
Equipoise 	n
Equitable 	adj
Equitation 	n
Equity 	n
Equivocal 	adj
Equivocate 	v
Er 	abbr
Er 	symb
Er 	int
Era 	n
Eradicate 	v
Erase 	v
Eraser 	n
Erasure 	n
Erbium 	n
Ere 	prep
Erectile 	adj
Erg 	n
Ergo 	adv
Ergonomics 	n
Ergot 	n
Erin 	n
Erm 	abbr
Ermine 	n
Ernie 	n
Erode 	v
Erogenous 	adj
Erotic 	adj
Erotica 	n
Eroticism 	n
Err 	v
Errand 	n
Errand of mercy 	n
Errant 	adj
Erratic 	adj
Erratum 	n
Erroneous 	adj
Error 	n
Ersatz 	adj
Eructation 	n
Erudite 	adj
Erupt 	v
Erysipelas 	n
Erythrocyte 	n
Es 	symb
Escalate 	v
Escalator 	n
Escalope 	n
Escapade 	n
Escape clause 	n
Escapee 	n
Escapement 	n
Escape velocity 	n
Escapism 	n
Escapology 	n
Escarpment 	n
Eschatology 	n
Escheat 	hist
Eschew 	v
Escritoire 	n
Escudo 	n
Escutcheon 	n
Esn 	abbr
Esophagus 	n
Esoteric 	adj
Esp 	abbr
Espadrille 	n
Espalier 	n
Esparto 	n
Especial 	adj
Especially 	adv
Esperanto 	n
Espionage 	n
Esplanade 	n
Espousal 	n
Espouse 	v
Ex-servicewoman 	n
Extant 	adj
Extemporaneous 	adj
Extemporary 	adj
Extempore 	adj
Extemporize 	v
Extend 	v
Extended family 	n
Extended-play 	adj
Extension 	n
Extensive 	adj
Extent 	n
Extenuate 	v
Exterminate 	v
Externalize 	v
Extinct 	adj
Extinction 	n
Extinguish 	v
Extinguisher 	n
Extirpate 	v
Extol 	v
Extort 	v
Extortion 	n
Extortionate 	adj
Extra- 	comb
Extra- 	comb
Extra cover 	n
Extraction 	n
Extractive 	adj
Extractor 	n
Extracurricular 	adj
Extraditable 	adj
Extradite 	v
Extramarital 	adj
Extramural 	adj
Extraneous 	adj
Extraordinary 	adj
Extrapolate 	v
Extrasensory 	adj
Extravagant 	adj
Extravaganza 	n
Extreme unction 	n
Extremist 	n
Extremity 	n
Extricate 	v
Extrinsic 	adj
Extrude 	v
Exuberant 	adj
Exude 	v
Exult 	v
-ey 	var
Eyeball to eyeball 	adv
Eyebath 	n
Eyebright 	n
Eyebrow 	n
Eye-catching 	adj
Eyeful 	n
Eyeglass 	n
Eyehole 	n
Eyelash 	n
Eyelet 	n
Eyelid 	n
Eye-liner 	n
Eye-opener 	n
Eyepiece 	n
Eye-shade 	n
Eye-shadow 	n
Eyesight 	n
Eyesore 	n
Eye strain 	n
Eye-tooth 	n
Eyewash 	n
Eyewitness 	n
Eyrie 	n
Espresso 	n
Esprit 	n
Espy 	v
Esquire 	n
Essence 	n
Essential oil 	n
Establish 	v
Established church 	n
Establishment 	n
Estate 	n
Estate agent 	n
Estate car 	n
Estate duty 	n
Ester 	n
Estimable 	adj
Estimation 	n
Estrange 	v
Estrogen 	n
Estrus 	n
Estuary 	n
Eta 	abbr
Eta 	n
Et	al
Etch 	v
Etching 	n
Eternal 	adj
Eternal triangle 	n
Eternity 	n
Eternity ring 	n
-eth 	var
Ethanal 	n
Ethane 	n
Ether 	n
Ethereal 	adj
Ethical 	adj
Ethics 	n
Ethnic 	adj
Ethnology 	n
Ethos 	n
Ethyl 	n
Ethylene 	n
Etiolate 	v
Etiology 	n
Etiquette 	n
Et	seq
Etymology 	n
Eu 	symb
Eu- 	comb
Eucalyptus 	n
Eucharist 	n
Eugenics 	n
Eukaryote 	n
Eulogize 	v
Eulogy 	n
Eunuch 	n
Euphemism 	n
Euphonium 	n
Euphony 	n
Euphoria 	n
Eureka 	int
Euro- 	comb
Eurodollar 	n
Europium 	n
Eustachian tube 	n
Euthanasia 	n
Ev 	abbr
Evacuate 	v
Evacuee 	n
Evade 	v
Evaluate 	v
Evanesce 	v
Evanescent 	adj
Evangelism 	n
Evangelist 	n
Evangelize 	v
Evaporate 	v
Evaporated milk 	n
Evasion 	n
Evasive 	adj
Eve 	n
Even chance 	n
Even-handed 	adj
Evening 	n
Evening dress 	n
Evening primrose 	n
Evening star 	n
Even money 	n
Evens 	n
Evensong 	n
Event 	n
Eventful 	adj
Eventide 	n
Eventing 	n
Eventual 	adj
Eventuality 	n
Eventuate 	v
Ever 	adv
Evermore 	adv
Every 	adj
Everybody 	pron
Everyday 	attrib
Everyman 	n
Everyone 	pron
Every one 	n
Everything 	pron
Everywhere 	adv
Evict 	v
Evident 	adj
Evidential 	adj
Evidently 	adv
Evildoer 	n
Evil eye 	n
Evince 	v
Eviscerate 	v
Evocative 	adj
Evoke 	v
Evolution 	n
Evolutionist 	n
Evolve 	v
Ewe 	n
Ewer 	n
Exacerbate 	v
Exacting 	adj
Exaction 	n
Exactitude 	n
Exactly 	adv
Exact science 	n
Exaggerate 	v
Exalt 	v
Exam 	n
Examination 	n
Examine 	v
Example 	n
Exasperate 	v
Ex cathedra 	adj
Excavate 	v
Exceed 	v
Exceedingly 	adv
Excel 	v
Excellence 	n
Excellency 	n
Excellent 	adj
Excentric 	var
Excepting 	prep
Exception 	n
Exceptionable 	adj
Exceptional 	adj
Excess baggage 	n
Excessive 	adj
Exchange rate 	n
Exchequer 	n
Excitable 	adj
Excite 	v
Excitement 	n
Exciting 	adj
Exclaim 	v
Exclamation 	n
Exclamation mark 	n
Exclamatory 	adj
Exclude 	v
Excoriate 	v
Excrement 	n
Excrescence 	n
Excreta 	n
Excrete 	v
Excruciating 	adj
Exculpate 	v
Excursion 	n
Excursive 	adj
Ex-directory 	adj
Execrable 	adj
Execrate 	v
Execute 	v
Execution 	n
Executioner 	n
Executor 	n
Exegesis 	n
Exemplar 	n
Exemplary 	adj
Exemplify 	v
Exert 	v
Exert 	v
Exeunt 	v
Exfoliate 	v
Exhale 	v
Exhaustion 	n
Exhaustive 	adj
Exhibition 	n
Exhibitioner 	n
Exhibitionism 	n
Exhilarate 	v
Exhort 	v
Exhume 	v
Exigency 	n
Exiguous 	adj
Exist 	v
Existence 	n
Existential 	adj
Existentialism 	n
Exit poll 	n
Exo- 	comb
Exocrine 	adj
Exodus 	n
Ex officio 	adv
Exonerate 	v
Exorbitant 	adj
Exorcize 	v
Exordium 	n
Exotica 	n
Expand 	v
Expanse 	n
Expansible 	adj
Expansion 	n
Expansionism 	n
Expansive 	adj
Expat 	n
Expatiate 	v
Expect 	v
Expectancy 	n
Expectant 	adj
Expectation 	n
Expectorate 	v
Expedite 	v
Expedition 	n
Expeditionary 	adj
Expeditious 	adj
Expel 	v
Expend 	v
Expendable 	adj
Expenditure 	n
Expense 	n
Expense account 	n
Expensive 	adj
Experienced 	adj
Experiential 	adj
Experimental 	adj
Expertise 	n
Expiate 	v
Expire 	v
Expiry 	n
Explain 	v
Explanation 	n
Explanatory 	adj
Expletive 	n
Explicable 	adj
Explicate 	v
Explicit 	adj
Explode 	v
Explore 	v
Explosion 	n
Expo 	n
Exponent 	n
Exponential 	adj
Expose 	v
Exposition 	n
Ex post facto 	adj
Expostulate 	v
Exposure 	n
Expound 	v
Expression 	n
Expressionism 	n
Expressive 	adj
Expresso 	var
Expressway 	n
Expropriate 	v
Expulsion 	n
Expunge 	v
Expurgate 	v
Exquisite 	adj
Ex-serviceman 	n
F 	abbr
Fa 	abbr
Fa 	var
Fab 	adj
Fable 	n
Fabled 	adj
Fabric 	n
Fabricate 	v
Fabulous 	adj
Face-cloth 	n
Face-flannel 	n
Faceless 	adj
Face-lift 	n
Face-pack 	n
Facer 	n
Facet 	n
Facetious 	adj
Face to face 	adv
Face value 	n
Facia 	var
Facile 	adj
Facilitate 	v
Facility 	n
Facing 	n
Facsimile 	n
Fact 	n
Faction 	n
-faction 	comb
Factious 	adj
Factitious 	adj
Fact of life 	n
Factor 	n
Factorize 	v
Factory 	n
Factory farm 	n
Factotum 	n
Facts and figures 	n
Factsheet 	n
Facts of life 	n
Factual 	adj
Faculty 	n
Fad 	n
Faddy 	adj
Faeces 	n
Faff 	v
Fag-end 	n
Faggot 	n
Fagot 	n
Fah 	n
Fahrenheit 	adj
Faience 	n
Failed 	adj
Fail-safe 	adj
Failure 	n
Faint-hearted 	adj
Fair and square 	adv
Fair dos 	n
Fair game 	n
Fairground 	n
Fairing 	n
Fair isle 	n
Fairly 	adv
Fair play 	n
Fair sex 	n
Fairway 	n
Fair-weather friend 	n
Fairy 	n
Fairy cake 	n
Fairy godmother 	n
Fairyland 	n
Fairy lights 	n
Fairy ring 	n
Fairy story 	n
Fait accompli 	n
Faith 	n
Faithful 	adj
Faithfully 	adv
Faithless 	adj
Fakir 	n
Falcon 	n
Falconry 	n
Fallacy 	n
Fall guy 	n
Fallible 	adj
Falling star 	n
Fallopian tube 	n
Fallout 	n
Fallow deer 	n
False 	adj
False alarm 	n
Falsehood 	n
False pretences 	n
Falsetto 	n
Falsies 	n
Falsify 	v
Falsity 	n
Falter 	v
Fame 	n
Famed 	adj
Familial 	adj
Familiarize 	v
Family 	n
Family allowance 	n
Family credit 	n
Family man 	n
Family name 	n
Family planning 	n
Family tree 	n
Famine 	n
Famish 	v
Famous 	adj
Fan belt 	n
Fancier 	n
Fanciful 	adj
Fan club 	n
Fancy dress 	n
Fancy-free 	adj
Fancy man 	n
Fancy woman 	n
Fandango 	n
Fanfare 	n
Fang 	n
Fan-jet 	n
Fanlight 	n
Fan mail 	n
Fanny 	n
Fantail 	n
Fantasia 	n
Fantasize 	v
Fantastic 	adj
Fantasy 	n
Farad 	n
Far and away 	adv
Far and wide 	adv
Far-away 	adj
Farce 	n
Far east 	n
Fare-stage 	n
Far-fetched 	adj
Far-flung 	adj
Far gone 	adj
Farina 	n
Farmer 	n
Farm-hand 	n
Farmhouse 	n
Farmstead 	n
Farmyard 	n
Far-off 	adj
Far-out 	adj
Farrago 	n
Far-reaching 	adj
Farrier 	n
Far-seeing 	adj
Farsi 	n
Far-sighted 	adj
Farther 	var
Farthest 	var
Farthing 	n
Farthingale 	n
Fasces 	n
Fascia 	n
Fascicle 	n
Fascinate 	v
Fascism 	n
Fashionable 	adj
Fastback 	n
Fast breeder 	n
Fasten 	v
Fastening 	n
Fast food 	n
Fastidious 	adj
Fastness 	n
Fast neutron 	n
Fast worker 	n
Fatal 	adj
Fatalism 	n
Fatality 	n
Fateful 	adj
Fat-head 	n
Fat-headed 	adj
Father-figure 	n
Father-in-law 	n
Fatherland 	n
Fatherly 	adj
Fathomless 	adj
Fatstock 	n
Fatten 	v
Fatty 	adj
Fatty acid 	n
Fatuous 	adj
Fatwa 	n
Faucet 	n
Fault-finder 	n
Fault-finding 	n
Faultless 	adj
Faulty 	adj
Faun 	n
Fauna 	n
Faux pas 	n
Favorable 	adj
Favoritism 	n
Favourable 	adj
Favouritism 	n
Fay 	n
Faze 	v
Fba 	abbr
Fbi 	abbr
Fc 	abbr
Fco 	abbr
Fe 	abbr
Fe 	symb
Fealty 	n
Fearful 	adj
Fearless 	adj
Fearsome 	adj
Feasible 	adj
Feat 	n
Feather bed 	n
Feather-bed 	v
Feather-brain 	n
Feathering 	n
Featherweight 	n
Febrifuge 	n
Febrile 	adj
February 	n
Fecal  us	var
Feces 	n
Feckless 	adj
Fecund 	adj
Fecundate 	v
Fed  past and past	part
Federal 	adj
Federal reserve 	n
Federation 	n
Fee 	n
Feeble 	adj
Feeble-minded 	adj
Feeble-minded 	adj
Feedback 	n
Feeder 	n
Feeler 	n
Feet 	pl
Feign 	v
Feldspar 	n
Felicitate 	v
Felicitous 	adj
Felicity 	n
Fellatio 	n
Feller 	n
Felloe 	n
Fellow 	n
Fellow-feeling 	n
Fellowship 	n
Fellow-traveller 	n
Felly 	var
Felon 	n
Felony 	n
Felspar 	var
Felt-tipped pen 	n
Felucca 	n
Feminism 	n
Femme fatale 	n
Femur 	n
Fen 	n
Fencing 	n
Fend 	v
Fender 	n
Fennel 	n
Fenugreek 	n
Feral 	adj
Ferial 	adj
Fermentation 	n
Fermium 	n
Fern 	n
Ferocious 	adj
-ferous 	comb
Ferrel 	var
Ferric 	adj
Ferris wheel 	n
Ferro- 	comb
Ferrous 	adj
Ferrule 	n
Fertile 	adj
Fertilize 	v
Fertilizer 	n
Fervent 	adj
Fervid 	adj
Fervor 	n
Fervour 	n
Fescue 	n
Festal 	adj
Fester 	v
Festival 	n
Festive 	adj
Festivity 	n
Festschrift 	n
Feta 	n
Fetal  us	var
Fetching 	adj
Fetid 	adj
Fetish 	n
Fetlock 	n
Fettle 	n
Fetus 	n
Feu 	scot
Feudal 	adj
Feudal system 	n
Feverfew 	n
Feverish 	adj
Fever pitch 	n
Few and far between 	predic
Fey 	adj
Fez 	n
Ff 	abbr
Fiasco 	n
Fiat 	n
Fiber 	n
Fiberboard 	n
Fiberglass 	n
Fibre 	n
Fibreboard 	n
Fibreglass 	n
Fibre optics 	n
Fibril 	n
Fibrosis 	n
Fibrositis 	n
Fibrous 	adj
Fibula 	n
Fiche 	n
Fickle 	adj
Fiction 	n
Fictitious 	adj
Fiddler 	n
Fiddlesticks 	int
Fiddling 	adj
Fiddly 	adj
Fidelity 	n
Fie 	int
Fief 	n
Field-day 	n
Fielder 	n
Field events 	n
Fieldfare 	n
Field-glasses 	n
Field marshal 	n
Field mouse 	n
Field officer 	n
Field of honour 	n
Field rank 	n
Fieldsman 	n
Field sports 	n
Field telegraph 	n
Fieldwork 	n
Fiend 	n
Fierce 	adj
Fiery 	adj
Fiesta 	n
Fifa 	abbr
Fife 	n
Fifteen 	adj
Fifth 	adj
Fifth column 	n
Fifty 	adj
Fighter 	n
Fighting chance 	n
Fighting fit 	n
Fig-leaf 	n
Figment 	n
Figuration 	n
Figurative 	adj
Figured bass 	n
Figurehead 	n
Figure-skating 	n
Figurine 	n
Filament 	n
Filbert 	n
Filch 	v
Filial 	adj
Filigree 	n
Filing 	n
Filing cabinet 	n
Filler 	n
Filling 	n
Filling-station 	n
Filly 	n
Film-goer 	n
Filmsetting 	n
Film star 	n
Film-strip 	n
Filmy 	adj
Filofax 	n
Filo pastry 	n
Filter-paper 	n
Filter tip 	n
Filth 	n
Filthy lucre 	n
Fin 	n
Finagle 	v
Final cause 	n
Final clause 	n
Finale 	n
Finalist 	n
Finality 	n
Finalize 	v
Final solution 	n
Finance company 	n
Financial 	adj
Financial year 	n
Financier 	n
Finch 	n
Finder 	n
Finding 	n
Fine arts 	n
Finery 	n
Fines herbes 	n
Fine-spun 	adj
Fine-tooth comb 	n
Fine-tune 	v
Finger-board 	n
Finger-bowl 	n
Finger-dry 	v
Fingering 	n
Finger-mark 	n
Fingernail 	n
Finger-plate 	n
Finger-stall 	n
Fingertip 	n
Finial 	n
Finicky 	adj
Finis 	n
Finishing-school 	n
Finishing touch 	n
Finite 	adj
Finn 	n
Finnan 	n
Finnic 	adj
Fino 	n
Fiord 	n
Fipple 	n
Fipple flute 	n
Fir 	n
Fir-cone 	n
Fire-alarm 	n
Fire and brimstone 	n
Firearm 	n
Fire-ball 	n
Fire-bomb 	n
Firebox 	n
Firebrand 	n
Fire-break 	n
Fire-brick 	n
Fire brigade 	n
Fireclay 	n
Firecracker 	n
Firedamp 	n
Firedog 	n
Fire door 	n
Fire-drill 	n
Fire-eater 	n
Fire-engine 	n
Fire-escape 	n
Fire extinguisher 	n
Firefighter 	n
Firefly 	n
Fire-guard 	n
Fire-irons 	n
Firelight 	n
Fire-lighter 	n
Fireman 	n
Fireplace 	n
Fire-power 	n
Fire-practice 	n
Fire-raiser 	n
Fire-screen 	n
Fire-ship 	n
Fireside 	n
Fire station 	n
Fire-storm 	n
Fire-trap 	n
Fire-watcher 	n
Fire-water 	n
Firewood 	n
Firework 	n
Firing 	n
Firing-line 	n
Firing-squad 	n
Firmament 	n
Firmware 	n
First aid 	n
First-day cover 	n
First-degree 	adj
First finger 	n
First floor 	n
First-foot 	scot
First-fruit 	n
Firsthand 	adj
First lady 	n
First light 	n
Firstly 	adv
First mate 	n
First name 	n
First night 	n
First offender 	n
First officer 	n
First post 	n
First-rate 	adj
First thing 	adv
Firth 	n
Fiscal year 	n
Fish-bowl 	n
Fish cake 	n
Fisher 	n
Fisherman 	n
Fishery 	n
Fish-eye lens 	n
Fish farm 	n
Fish finger 	n
Fish-hook 	n
Fishing 	n
Fishing-line 	n
Fishing-rod 	n
Fish-kettle 	n
Fish-knife 	n
Fish-meal 	n
Fishmonger 	n
Fishnet 	n
Fish-plate 	n
Fish-slice 	n
Fishtail 	n
Fishwife 	n
Fishy 	adj
Fissile 	adj
Fission bomb 	n
Fist 	n
Fisticuffs 	n
Fistula 	n
Fitful 	adj
Fitment 	n
Fitted 	adj
Fitter 	n
Five 	adj
Fivefold 	adj
Fiver 	n
Fives 	n
Five-star 	adj
Fivestones 	n
Fixate 	v
Fixation 	n
Fixedly 	adv
Fixed star 	n
Fixer 	n
Fixings 	n
Fixity 	n
Fixture 	n
Fizzy 	adj
Fjord 	var
Flab 	n
Flabbergast 	v
Flabby 	adj
Flaccid 	adj
Flag-day 	n
Flagellate 	v
Flagellum 	n
Flageolet 	n
Flag of convenience 	n
Flag-officer 	n
Flag of truce 	n
Flagon 	n
Flag-pole 	n
Flagrant 	adj
Flagship 	n
Flagstaff 	n
Flagstone 	n
Flag-waving 	n
Flair 	n
Flak 	n
Flak jacket 	n
Flaky 	adj
Flaky pastry 	n
Flamboyant 	adj
Flamenco 	n
Flame-thrower 	n
Flaming 	adj
Flamingo 	n
Flammable 	adj
Flan 	n
Flange 	n
Flannelette 	n
Flapdoodle 	n
Flapjack 	n
Flapper 	n
Flare-path 	n
Flare-up 	n
Flashback 	n
Flash bulb 	n
Flash-cube 	n
Flasher 	n
Flash-gun 	n
Flashing 	n
Flash in the pan 	n
Flash-lamp 	n
Flashlight 	n
Flashpoint 	n
Flashy 	adj
Flask 	n
Flat-fish 	n
Flat foot 	n
Flat-footed 	n
Flat-iron 	n
Flatmate 	n
Flat race 	n
Flat rate 	n
Flat spin 	n
Flatten 	v
Flatter 	v
Flattery 	n
Flatulent 	adj
Flatworm 	n
Flaunt 	v
Flautist 	n
Flavoring 	n
Flavouring 	n
Flavour of the month 	n
Flax 	n
Flaxen 	adj
Flax-seed 	n
Flay 	v
Flea 	n
Fleabag 	n
Flea-bite 	n
Flea-bitten 	adj
Flea market 	n
Flea-pit 	n
Flection 	n
Fled  past and past	part
Fledge 	v
Fledgling 	n
Flee 	v
Fleeting 	adj
Fleming 	n
Flesh 	n
Fleshly 	adj
Fleshpots 	n
Flesh-wound 	n
Fleshy 	adj
Fleur-de-lis 	n
Flews 	n
Flexible 	adj
Flexion 	n
Flexitime 	n
Flibbertigibbet 	n
Flick-knife 	n
Flier 	var
Flight bag 	n
Flight-deck 	n
Flightless 	adj
Flight lieutenant 	n
Flight path 	n
Flight-recorder 	n
Flight sergeant 	n
Flighty 	adj
Flimsy 	adj
Flinch 	v
Flint 	n
Flintlock 	n
Flip chart 	n
Flip-flop 	n
Flippant 	adj
Flipper 	n
Flipping 	adj
Flip side 	n
Flitch 	n
Flitter 	v
Flitter-mouse 	n
Floatation 	var
Floating 	adj
Floating dock 	n
Floating kidney 	n
Floating rib 	n
Floating voter 	n
Floaty 	adj
Flocculent 	adj
Flock-paper 	n
Floe 	n
Flog 	v
Floodgate 	n
Flood-tide 	n
Floorboard 	n
Floorcloth 	n
Flooring 	n
Floor manager 	n
Floor plan 	n
Floor show 	n
Floozie 	n
Flora 	n
Floral 	adj
Floret 	n
Floribunda 	n
Florid 	adj
Florin 	n
Florist 	n
Flotation 	n
Flotilla 	n
Flotsam 	n
Flotsam and jetsam 	n
Flow chart 	n
Flower-bed 	n
Flower-head 	n
Flower people 	n
Flowerpot 	n
Flower power 	n
Flowers of sulphur 	n
Flowery 	adj
Flowing 	adj
Flown  past	part
Flu 	n
Fluctuate 	v
Flue 	n
Fluent 	adj
Flugelhorn 	n
Fluid ounce 	n
Flummery 	n
Flummox 	v
Flung  past and past	part
Flunk 	v
Flunkey 	n
Fluoresce 	v
Fluorescence 	n
Fluorescent 	adj
Fluorescent lamp 	n
Fluoridate 	v
Fluoride 	n
Fluorinate 	v
Fluorine 	n
Fluorite 	n
Fluorocarbon 	n
Fluorspar 	n
Fluvial 	adj
Flux 	n
Fly-away 	adj
Fly-blown 	adj
Flycatcher 	n
Flyer 	n
Fly-fish 	v
Fly-half 	n
Flying boat 	n
Flying buttress 	n
Flying doctor 	n
Flying fish 	n
Flying fox 	n
Flying officer 	n
Flying picket 	n
Flying saucer 	n
Flying squad 	n
Flying start 	n
Fly in the ointment 	n
Flyleaf 	n
Fly on the wall 	n
Flyover 	n
Fly-paper 	n
Fly-past 	n
Fly-post 	v
Flysheet 	n
Fly-tip 	v
Fly-trap 	n
Flyweight 	n
Flywheel 	n
Fm 	abbr
Fm 	symb
F-number 	n
Fo 	abbr
Focal 	adj
Focal distance 	n
Focal point 	n
Fodder 	n
Foe 	abbr
Foe 	n
Foetid 	var
Foetus 	n
Fog-bank 	n
Fog-bound 	adj
Fogey 	var
Foggy 	adj
Foghorn 	n
Fog-lamp 	n
Fogy 	n
Foible 	n
Foist 	v
Folder 	n
Foliaceous 	adj
Foliage 	n
Foliar 	adj
Foliar feed 	n
Folk 	n
Folk-dance 	n
Folklore 	n
Folk-singer 	n
Folk-song 	n
Folksy 	adj
Folk-tale 	n
Folkweave 	n
Follicle 	n
Follow 	v
Follower 	n
Follow-on 	n
Follow-through 	n
Follow-up 	n
Folly 	n
Foment 	v
Fond 	adj
Fondant 	n
Fondle 	v
Fondue 	n
Fontanel 	n
Fontanelle 	n
Food 	n
Food additive 	n
Food-chain 	n
Foodie 	n
Food poisoning 	n
Food processor 	n
Foodstuff 	n
Food value 	n
Foolery 	n
Foolhardy 	adj
Foolish 	adj
Foolproof 	adj
Foolscap 	n
Footage 	n
Foot-and-mouth disease 	n
Football 	n
Football pool 	n
Footbrake 	n
Footbridge 	n
Footfall 	n
Foot-fault 	n
Foothill 	n
Foothold 	n
Footing 	n
Footle 	v
Footlights 	n
Footling 	adj
Footloose 	adj
Footman 	n
Footmark 	n
Footnote 	n
Footpad 	n
Footpath 	n
Footplate 	n
Footprint 	n
Footrest 	n
